slug,name,positions,age,team,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
randlju01,Julius Randle,[<Position.POWER_FORWARD: 'POWER FORWARD'>],25,NEW YORK KNICKS,64,64,2080,463,1006,64,231,258,352,151,471,198,51,22,193,178,1248
reavejo02,Josh Reaves,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],22,DALLAS MAVERICKS,4,0,28,3,9,0,2,2,2,1,2,3,0,0,0,5,8
reddica01,Cam Reddish,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],20,ATLANTA HAWKS,58,34,1551,213,554,83,250,101,126,35,181,87,62,28,96,132,610
redicjj01,J.J. Redick,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],35,NEW ORLEANS PELICANS,60,36,1581,286,631,180,397,165,185,10,141,119,20,10,75,96,917
reidna01,Naz Reid,[<Position.CENTER: 'CENTER'>],20,MINNESOTA TIMBERWOLVES,30,11,495,100,243,32,97,37,53,34,90,35,19,22,22,83,269
richajo01,Josh Richardson,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],26,PHILADELPHIA 76ERS,55,53,1693,278,646,85,249,114,141,41,133,162,52,36,104,136,755
riverau01,Austin Rivers,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],27,HOUSTON ROCKETS,68,4,1594,211,501,96,270,78,111,27,148,113,49,10,50,129,596
roberan03,Andre Roberson,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],28,OKLAHOMA CITY THUNDER,7,0,87,8,29,3,14,1,2,7,20,4,1,3,2,13,20
robindu01,Duncan Robinson,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],25,MIAMI HEAT,73,68,2166,323,687,270,606,67,72,10,222,102,35,19,70,193,983
robingl02,Glenn Robinson III,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],26,GOLDEN STATE WARRIORS,48,48,1516,244,507,68,170,63,74,66,160,85,45,14,50,82,619
robingl02,Glenn Robinson III,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],26,PHILADELPHIA 76ERS,14,4,270,44,85,9,27,11,12,15,29,11,9,2,5,18,108
robinje01,Jerome Robinson,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],22,LOS ANGELES CLIPPERS,42,1,476,46,136,19,67,11,19,5,55,46,13,8,26,55,122
robinje01,Jerome Robinson,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],22,WASHINGTON WIZARDS,21,5,503,69,174,30,86,29,38,8,61,41,15,9,23,57,197
robinju01,Justin Robinson,[<Position.POINT_GUARD: 'POINT GUARD'>],22,WASHINGTON WIZARDS,9,0,49,5,12,3,5,0,0,1,4,7,0,1,3,2,13
robinmi01,Mitchell Robinson,[<Position.CENTER: 'CENTER'>],21,NEW YORK KNICKS,61,7,1412,253,341,0,0,84,148,186,242,36,52,119,37,194,590
robyis01,Isaiah Roby,[<Position.POWER_FORWARD: 'POWER FORWARD'>],21,OKLAHOMA CITY THUNDER,3,0,11,0,1,0,0,0,0,0,2,0,0,0,1,1,0
rondora01,Rajon Rondo,[<Position.POINT_GUARD: 'POINT GUARD'>],33,LOS ANGELES LAKERS,48,3,984,137,328,41,125,27,41,23,119,240,40,2,91,58,342
rosede01,Derrick Rose,[<Position.POINT_GUARD: 'POINT GUARD'>],31,DETROIT PISTONS,50,15,1298,369,753,45,147,121,139,27,94,278,40,16,126,49,904
rosste01,Terrence Ross,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],28,ORLANDO MAGIC,69,0,1889,341,846,177,504,157,184,13,209,82,77,24,70,109,1016
roziete01,Terry Rozier,[<Position.POINT_GUARD: 'POINT GUARD'>],25,CHARLOTTE HORNETS,63,63,2164,398,941,172,423,166,190,50,226,259,61,10,141,126,1134
rubiori01,Ricky Rubio,[<Position.POINT_GUARD: 'POINT GUARD'>],29,PHOENIX SUNS,65,65,2016,287,692,78,216,195,226,46,258,570,94,11,173,167,847
russeda01,D'Angelo Russell,[<Position.POINT_GUARD: 'POINT GUARD'>],23,GOLDEN STATE WARRIORS,33,33,1060,273,635,120,321,113,144,14,108,206,31,9,101,64,779
russeda01,D'Angelo Russell,[<Position.POINT_GUARD: 'POINT GUARD'>],23,MINNESOTA TIMBERWOLVES,12,12,392,87,211,38,110,48,55,3,52,79,17,4,46,22,260
sabondo01,Domantas Sabonis,[<Position.POWER_FORWARD: 'POWER FORWARD'>],23,INDIANA PACERS,62,62,2159,458,848,17,67,214,296,189,582,310,47,30,170,195,1147
samanlu01,Luka Šamanić,[<Position.POWER_FORWARD: 'POWER FORWARD'>],20,SAN ANTONIO SPURS,3,1,48,5,16,3,8,3,4,1,9,6,0,2,2,6,16
sampsja02,JaKarr Sampson,[<Position.POWER_FORWARD: 'POWER FORWARD'>],26,INDIANA PACERS,34,12,471,68,115,2,13,18,27,20,68,21,16,12,15,64,156
saricda01,Dario Šarić,[<Position.POWER_FORWARD: 'POWER FORWARD'>],25,PHOENIX SUNS,66,51,1632,256,538,84,235,108,128,100,306,123,37,16,88,156,704
satorto01,Tomáš Satoranský,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],28,CHICAGO BULLS,65,64,1878,237,551,64,199,106,121,76,178,354,80,7,130,135,644
schofad01,Admiral Schofield,[<Position.POWER_FORWARD: 'POWER FORWARD'>],22,WASHINGTON WIZARDS,33,2,368,35,92,19,61,10,15,7,40,15,8,4,7,50,99
schrode01,Dennis Schröder,[<Position.POINT_GUARD: 'POINT GUARD'>],26,OKLAHOMA CITY THUNDER,65,2,1999,453,965,125,325,198,236,19,217,262,45,14,166,146,1229
scottmi01,Mike Scott,[<Position.POWER_FORWARD: 'POWER FORWARD'>],31,PHILADELPHIA 76ERS,68,11,1207,149,350,80,217,30,37,65,183,56,21,5,26,96,408
sefolth01,Thabo Sefolosha,[<Position.POWER_FORWARD: 'POWER FORWARD'>],35,HOUSTON ROCKETS,41,0,436,37,91,15,54,3,8,21,72,25,24,12,15,43,92
sextoco01,Collin Sexton,[<Position.POINT_GUARD: 'POINT GUARD'>],21,CLEVELAND CAVALIERS,65,65,2143,513,1086,97,255,226,267,61,143,192,65,7,158,142,1349
shamela01,Landry Shamet,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],22,LOS ANGELES CLIPPERS,53,30,1452,158,391,111,296,65,76,6,94,99,20,10,42,142,492
shayoma01,Marial Shayok,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],24,PHILADELPHIA 76ERS,4,0,28,3,12,2,6,3,4,1,6,1,0,1,3,4,11
shumpim01,Iman Shumpert,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],29,BROOKLYN NETS,13,0,241,21,64,8,33,4,7,9,25,12,12,2,10,21,54
siakapa01,Pascal Siakam,[<Position.POWER_FORWARD: 'POWER FORWARD'>],25,TORONTO RAPTORS,60,60,2110,500,1104,131,365,240,303,64,375,207,61,53,148,170,1371
silvach01,Chris Silva,[<Position.POWER_FORWARD: 'POWER FORWARD'>],23,MIAMI HEAT,44,0,346,48,78,0,3,37,55,60,66,23,9,21,32,85,133
simmobe01,Ben Simmons,[<Position.POINT_GUARD: 'POINT GUARD'>],23,PHILADELPHIA 76ERS,57,57,2017,375,647,2,7,185,298,113,331,455,119,33,200,186,937
simonan01,Anfernee Simons,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],20,PORTLAND TRAIL BLAZERS,70,4,1449,214,536,75,226,76,92,25,127,97,26,10,61,135,579
smailal01,Alen Smailagić,[<Position.CENTER: 'CENTER'>],19,GOLDEN STATE WARRIORS,14,0,139,20,40,3,13,16,19,10,17,13,3,4,11,14,59
smartma01,Marcus Smart,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],25,BOSTON CELTICS,60,40,1919,256,682,137,395,127,152,42,183,291,101,29,103,162,776
smithde03,Dennis Smith Jr.,[<Position.POINT_GUARD: 'POINT GUARD'>],22,NEW YORK KNICKS,34,3,537,72,211,16,54,27,53,21,57,98,28,8,58,65,187
smithis01,Ish Smith,[<Position.POINT_GUARD: 'POINT GUARD'>],31,WASHINGTON WIZARDS,68,23,1787,308,689,62,169,62,86,30,189,334,59,30,95,106,740
smithjr01,J.R. Smith,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],34,LOS ANGELES LAKERS,6,0,79,7,22,1,11,2,2,0,5,3,1,0,4,5,17
smithzh01,Zhaire Smith,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],20,PHILADELPHIA 76ERS,7,0,32,3,11,0,3,2,4,0,2,2,3,0,2,4,8
snellto01,Tony Snell,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],28,DETROIT PISTONS,59,57,1641,170,382,102,254,32,32,9,102,127,32,15,31,101,474
spellom01,Omari Spellman,[<Position.CENTER: 'CENTER'>],22,GOLDEN STATE WARRIORS,49,3,886,127,295,43,110,73,92,77,142,47,33,24,54,63,370
strusma01,Max Strus,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],23,CHICAGO BULLS,2,0,6,2,3,0,1,1,1,1,0,0,0,0,0,1,5
sumneed01,Edmond Sumner,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],24,INDIANA PACERS,31,3,447,61,142,14,53,16,29,11,35,55,15,9,22,44,152
swanica01,Caleb Swanigan,[<Position.CENTER: 'CENTER'>],22,SACRAMENTO KINGS,7,0,23,2,4,0,0,1,2,2,5,2,1,2,6,8,5
swanica01,Caleb Swanigan,[<Position.POWER_FORWARD: 'POWER FORWARD'>],22,PORTLAND TRAIL BLAZERS,20,1,265,26,43,0,2,8,15,25,68,29,2,5,31,54,60
tatumja01,Jayson Tatum,[<Position.POWER_FORWARD: 'POWER FORWARD'>],21,BOSTON CELTICS,66,66,2265,552,1226,189,469,254,313,64,396,200,93,57,155,136,1547
teaguje01,Jeff Teague,[<Position.POINT_GUARD: 'POINT GUARD'>],31,MINNESOTA TIMBERWOLVES,34,13,945,145,324,33,87,125,144,15,73,208,25,13,76,70,448
teaguje01,Jeff Teague,[<Position.POINT_GUARD: 'POINT GUARD'>],31,ATLANTA HAWKS,25,4,519,68,165,10,30,47,53,12,42,100,19,6,40,36,193
templga01,Garrett Temple,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],33,BROOKLYN NETS,62,35,1730,222,587,127,386,70,87,29,189,156,49,29,62,108,641
theisda01,Daniel Theis,[<Position.CENTER: 'CENTER'>],27,BOSTON CELTICS,65,64,1566,241,426,32,96,87,114,140,286,111,37,84,54,219,601
thomais02,Isaiah Thomas,[<Position.POINT_GUARD: 'POINT GUARD'>],30,WASHINGTON WIZARDS,40,37,925,174,426,78,189,62,76,11,57,146,13,6,77,77,488
thomakh01,Khyri Thomas,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],23,DETROIT PISTONS,8,0,61,5,17,5,14,2,4,1,0,3,3,0,3,9,17
thomala01,Lance Thomas,[<Position.POWER_FORWARD: 'POWER FORWARD'>],31,BROOKLYN NETS,7,4,98,8,23,4,13,4,4,2,11,6,0,0,6,11,24
thomama02,Matt Thomas,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],25,TORONTO RAPTORS,41,1,440,73,150,47,99,9,12,9,52,22,10,1,16,38,202
thomptr01,Tristan Thompson,[<Position.POWER_FORWARD: 'POWER FORWARD'>],28,CLEVELAND CAVALIERS,57,51,1721,288,562,9,23,99,161,226,351,120,33,50,103,124,684
thornsi01,Sindarius Thornwell,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],25,NEW ORLEANS PELICANS,2,0,35,6,11,2,4,2,4,0,4,4,1,1,2,2,16
thybuma01,Matisse Thybulle,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],22,PHILADELPHIA 76ERS,65,14,1287,112,265,56,157,25,41,44,63,79,94,47,51,141,305
tollian01,Anthony Tolliver,[<Position.POWER_FORWARD: 'POWER FORWARD'>],34,PORTLAND TRAIL BLAZERS,33,9,554,43,117,30,89,13,19,27,83,29,8,9,21,54,129
tollian01,Anthony Tolliver,[<Position.POWER_FORWARD: 'POWER FORWARD'>],34,SACRAMENTO KINGS,9,0,82,3,17,2,15,1,2,2,9,3,4,1,4,6,9
tollian01,Anthony Tolliver,[<Position.POWER_FORWARD: 'POWER FORWARD'>],34,MEMPHIS GRIZZLIES,13,4,236,19,48,17,41,7,8,5,28,10,7,1,9,14,62
toscaju01,Juan Toscano-Anderson,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],26,GOLDEN STATE WARRIORS,13,6,272,29,63,8,23,3,5,9,43,26,13,5,16,30,69
townska01,Karl-Anthony Towns,[<Position.CENTER: 'CENTER'>],24,MINNESOTA TIMBERWOLVES,35,35,1187,316,622,114,277,180,226,95,283,153,33,42,110,117,926
trentga02,Gary Trent Jr.,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],21,PORTLAND TRAIL BLAZERS,61,8,1332,196,441,112,268,37,45,25,75,61,48,16,21,90,541
trieral01,Allonzo Trier,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],24,NEW YORK KNICKS,24,1,291,51,106,19,53,34,43,6,23,28,3,4,22,29,155
tuckepj01,P.J. Tucker,[<Position.POWER_FORWARD: 'POWER FORWARD'>],34,HOUSTON ROCKETS,72,72,2467,177,426,107,299,39,48,112,364,115,77,36,72,229,500
tuckera01,Rayjon Tucker,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],22,UTAH JAZZ,20,0,161,20,43,3,17,19,23,3,17,5,1,1,8,10,62
turneev01,Evan Turner,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],31,ATLANTA HAWKS,19,0,251,25,67,0,5,12,14,8,30,38,9,8,26,20,62
turnemy01,Myles Turner,[<Position.CENTER: 'CENTER'>],23,INDIANA PACERS,62,62,1826,268,587,86,250,127,169,86,321,72,46,132,85,166,749
uthofja01,Jarrod Uthoff,[<Position.POWER_FORWARD: 'POWER FORWARD'>],26,MEMPHIS GRIZZLIES,4,0,14,1,7,0,4,2,2,1,0,0,1,0,0,1,4
uthofja01,Jarrod Uthoff,[<Position.POWER_FORWARD: 'POWER FORWARD'>],26,WASHINGTON WIZARDS,3,0,39,6,11,3,5,0,0,1,4,0,0,0,0,1,15
valanjo01,Jonas Valančiūnas,[<Position.CENTER: 'CENTER'>],27,MEMPHIS GRIZZLIES,70,70,1845,432,739,32,91,148,200,213,575,131,30,76,127,185,1044
valende01,Denzel Valentine,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],26,CHICAGO BULLS,36,5,488,97,237,46,137,6,8,9,65,43,26,6,26,51,246
vandeja01,Jarred Vanderbilt,[<Position.POWER_FORWARD: 'POWER FORWARD'>],20,DENVER NUGGETS,9,0,41,5,7,0,0,0,0,3,5,2,3,1,7,6,10
vandeja01,Jarred Vanderbilt,[<Position.POWER_FORWARD: 'POWER FORWARD'>],20,MINNESOTA TIMBERWOLVES,2,0,5,0,1,0,1,2,2,0,1,0,0,0,0,0,2
vanvlfr01,Fred VanVleet,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],25,TORONTO RAPTORS,54,54,1928,319,773,146,374,168,198,18,185,357,100,17,121,132,952
vincega01,Gabe Vincent,[<Position.POINT_GUARD: 'POINT GUARD'>],23,MIAMI HEAT,9,0,83,8,37,6,27,0,0,0,5,6,5,0,1,6,22
vonleno01,Noah Vonleh,[<Position.CENTER: 'CENTER'>],24,MINNESOTA TIMBERWOLVES,29,1,347,47,86,2,14,23,28,34,82,26,11,6,19,36,119
vonleno01,Noah Vonleh,[<Position.CENTER: 'CENTER'>],24,DENVER NUGGETS,7,0,30,5,6,1,1,2,4,3,5,2,0,0,2,4,13
vucevni01,Nikola Vučević,[<Position.CENTER: 'CENTER'>],29,ORLANDO MAGIC,62,62,1998,493,1033,98,289,131,167,140,533,222,54,47,88,135,1215
wadede01,Dean Wade,[<Position.POWER_FORWARD: 'POWER FORWARD'>],23,CLEVELAND CAVALIERS,12,0,71,9,13,2,4,0,1,3,16,2,2,4,3,8,20
wagnemo01,Moritz Wagner,[<Position.CENTER: 'CENTER'>],22,WASHINGTON WIZARDS,45,5,835,145,266,25,80,78,95,56,163,56,28,19,66,152,393
waitedi01,Dion Waiters,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],28,MIAMI HEAT,3,0,42,10,26,8,17,0,1,0,11,3,0,2,3,5,28
waitedi01,Dion Waiters,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],28,LOS ANGELES LAKERS,7,0,165,31,73,7,30,14,16,2,11,17,4,4,13,16,83
walkeke02,Kemba Walker,[<Position.POINT_GUARD: 'POINT GUARD'>],29,BOSTON CELTICS,56,56,1742,378,889,180,473,209,242,36,181,268,48,28,117,91,1145
walkelo01,Lonnie Walker IV,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],21,SAN ANTONIO SPURS,61,12,988,152,357,41,101,44,61,23,116,68,32,14,44,78,389
wallaty01,Tyrone Wallace,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],25,ATLANTA HAWKS,14,0,160,14,44,1,15,11,17,3,19,13,7,1,10,19,40
waltode01,Derrick Walton,[<Position.POINT_GUARD: 'POINT GUARD'>],24,LOS ANGELES CLIPPERS,23,1,222,17,36,9,21,7,9,2,13,22,4,0,4,19,50
waltode01,Derrick Walton,[<Position.POINT_GUARD: 'POINT GUARD'>],24,DETROIT PISTONS,3,0,26,1,3,1,3,0,0,0,1,5,3,0,1,2,3
wanambr01,Brad Wanamaker,[<Position.POINT_GUARD: 'POINT GUARD'>],30,BOSTON CELTICS,71,1,1369,162,362,37,102,126,136,22,122,179,61,14,76,133,487
warretj01,T.J. Warren,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],26,INDIANA PACERS,67,67,2202,534,997,91,226,167,204,68,212,99,78,34,84,187,1326
washipj01,P.J. Washington,[<Position.POWER_FORWARD: 'POWER FORWARD'>],21,CHARLOTTE HORNETS,58,57,1759,268,589,86,230,88,136,58,258,123,51,44,93,158,710
watanyu01,Yuta Watanabe,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],25,MEMPHIS GRIZZLIES,18,0,105,15,34,3,8,3,8,7,13,5,5,1,2,9,36
watertr01,Tremont Waters,[<Position.POINT_GUARD: 'POINT GUARD'>],22,BOSTON CELTICS,11,1,119,14,49,4,24,8,8,0,12,16,10,2,15,13,40
watsopa01,Paul Watson,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],25,ATLANTA HAWKS,2,0,17,0,7,0,3,0,0,0,2,3,1,0,0,1,0
watsopa01,Paul Watson,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],25,TORONTO RAPTORS,8,0,70,10,19,4,9,7,9,2,13,5,3,1,3,4,31
weathqu01,Quinndary Weatherspoon,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],23,SAN ANTONIO SPURS,11,0,78,5,17,1,5,1,2,1,6,11,3,1,5,8,12
westbru01,Russell Westbrook,[<Position.POINT_GUARD: 'POINT GUARD'>],31,HOUSTON ROCKETS,57,57,2049,604,1281,55,213,290,380,100,351,401,93,20,255,200,1553
whiteco01,Coby White,[<Position.POINT_GUARD: 'POINT GUARD'>],19,CHICAGO BULLS,65,1,1674,312,792,133,376,102,129,28,202,175,49,6,109,117,859
whitede01,Derrick White,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],25,SAN ANTONIO SPURS,68,20,1677,253,552,79,216,180,211,35,188,241,44,59,89,152,765
whiteha01,Hassan Whiteside,[<Position.CENTER: 'CENTER'>],30,PORTLAND TRAIL BLAZERS,67,61,2008,436,702,4,7,164,239,258,647,78,26,196,120,196,1040
wiggian01,Andrew Wiggins,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],24,MINNESOTA TIMBERWOLVES,42,42,1455,351,790,91,275,149,207,48,171,155,29,36,107,101,942
wiggian01,Andrew Wiggins,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],24,GOLDEN STATE WARRIORS,12,12,403,86,188,20,59,41,61,18,37,43,16,17,25,26,233
willigr01,Grant Williams,[<Position.POWER_FORWARD: 'POWER FORWARD'>],21,BOSTON CELTICS,69,5,1043,87,211,24,96,39,54,59,119,68,30,36,50,163,237
willijo04,Johnathan Williams,[<Position.POWER_FORWARD: 'POWER FORWARD'>],24,WASHINGTON WIZARDS,15,6,180,19,34,0,2,7,13,24,40,8,1,8,5,16,45
willike04,Kenrich Williams,[<Position.POWER_FORWARD: 'POWER FORWARD'>],25,NEW ORLEANS PELICANS,39,18,832,51,147,25,97,9,26,51,135,57,27,21,22,88,136
willilo02,Lou Williams,[<Position.POINT_GUARD: 'POINT GUARD'>],33,LOS ANGELES CLIPPERS,65,8,1864,391,936,111,315,292,339,31,170,365,43,12,182,80,1185
willima02,Marvin Williams,[<Position.POWER_FORWARD: 'POWER FORWARD'>],33,CHARLOTTE HORNETS,41,1,808,94,210,44,117,43,50,15,94,41,26,22,25,71,275
willima02,Marvin Williams,[<Position.POWER_FORWARD: 'POWER FORWARD'>],33,MILWAUKEE BUCKS,17,0,321,25,57,12,39,6,7,15,59,19,10,8,8,32,68
williro04,Robert Williams,[<Position.CENTER: 'CENTER'>],22,BOSTON CELTICS,29,1,388,64,88,0,0,22,34,40,88,27,22,35,21,51,150
willini01,Nigel Williams-Goss,[<Position.POINT_GUARD: 'POINT GUARD'>],25,UTAH JAZZ,10,0,50,5,16,2,7,2,2,2,4,6,3,1,3,6,14
willizi01,Zion Williamson,[<Position.POWER_FORWARD: 'POWER FORWARD'>],19,NEW ORLEANS PELICANS,24,24,668,210,360,6,14,114,178,64,86,50,16,9,59,42,540
wilsodj01,D.J. Wilson,[<Position.POWER_FORWARD: 'POWER FORWARD'>],23,MILWAUKEE BUCKS,37,1,363,52,132,18,73,11,18,12,80,25,3,5,19,33,133
winslju01,Justise Winslow,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],23,MIAMI HEAT,11,5,352,50,129,6,27,18,27,16,57,44,7,5,24,38,124
woodch01,Christian Wood,[<Position.POWER_FORWARD: 'POWER FORWARD'>],24,DETROIT PISTONS,62,12,1325,288,508,54,140,180,242,104,286,60,34,54,84,98,810
wrighde01,Delon Wright,[<Position.POINT_GUARD: 'POINT GUARD'>],27,DALLAS MAVERICKS,73,5,1570,190,411,47,127,77,100,70,210,244,85,22,73,93,504
wrighju02,Justin Wright-Foreman,[<Position.POINT_GUARD: 'POINT GUARD'>],22,UTAH JAZZ,4,0,45,7,20,2,10,3,4,0,5,7,2,0,3,5,19
youngth01,Thaddeus Young,[<Position.POWER_FORWARD: 'POWER FORWARD'>],31,CHICAGO BULLS,64,16,1591,269,601,79,222,42,72,94,221,117,92,23,102,134,659
youngtr01,Trae Young,[<Position.POINT_GUARD: 'POINT GUARD'>],21,ATLANTA HAWKS,60,60,2120,546,1249,205,568,481,559,32,223,560,65,8,289,104,1778
zelleco01,Cody Zeller,[<Position.CENTER: 'CENTER'>],27,CHARLOTTE HORNETS,58,39,1341,251,479,18,75,122,179,160,251,88,40,25,75,140,642
zellety01,Tyler Zeller,[<Position.CENTER: 'CENTER'>],30,SAN ANTONIO SPURS,2,0,4,1,4,0,0,0,0,3,1,0,0,0,0,0,2
zizican01,Ante Žižić,[<Position.CENTER: 'CENTER'>],23,CLEVELAND CAVALIERS,22,0,221,41,72,0,0,14,19,18,48,6,7,5,10,27,96
zubaciv01,Ivica Zubac,[<Position.CENTER: 'CENTER'>],22,LOS ANGELES CLIPPERS,72,70,1326,236,385,0,2,124,166,197,346,82,16,66,61,168,596
achiupr01,Precious Achiuwa,[<Position.POWER_FORWARD: 'POWER FORWARD'>],21,MIAMI HEAT,61,4,737,124,228,0,1,56,110,73,135,29,20,28,43,91,304
adamsja01,Jaylen Adams,[<Position.POINT_GUARD: 'POINT GUARD'>],24,MILWAUKEE BUCKS,7,0,18,1,8,0,2,0,0,0,3,2,0,0,0,1,2
adamsst01,Steven Adams,[<Position.CENTER: 'CENTER'>],27,NEW ORLEANS PELICANS,58,58,1605,189,308,0,3,60,135,213,301,111,54,38,78,113,438
adebaba01,Bam Adebayo,[<Position.CENTER: 'CENTER'>],23,MIAMI HEAT,64,64,2143,456,800,2,8,283,354,142,431,346,75,66,169,145,1197
aldrila01,LaMarcus Aldridge,[<Position.CENTER: 'CENTER'>],35,SAN ANTONIO SPURS,21,18,544,115,248,27,75,31,37,17,77,36,8,18,20,36,288
aldrila01,LaMarcus Aldridge,[<Position.CENTER: 'CENTER'>],35,BROOKLYN NETS,5,5,130,25,48,4,5,10,10,2,22,13,3,11,7,11,64
alexaty01,Ty-Shon Alexander,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],22,PHOENIX SUNS,15,0,47,3,12,2,9,1,2,2,8,6,0,1,3,2,9
alexani01,Nickeil Alexander-Walker,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],22,NEW ORLEANS PELICANS,46,13,1007,192,458,76,219,48,66,13,131,102,47,22,69,88,508
allengr01,Grayson Allen,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],25,MEMPHIS GRIZZLIES,50,38,1259,173,414,107,274,79,91,19,141,108,46,8,48,71,532
allenja01,Jarrett Allen,[<Position.CENTER: 'CENTER'>],22,BROOKLYN NETS,12,5,320,44,65,0,0,46,61,38,87,20,7,19,22,21,134
allenja01,Jarrett Allen,[<Position.CENTER: 'CENTER'>],22,CLEVELAND CAVALIERS,51,40,1544,254,417,6,19,158,229,158,348,86,25,71,78,75,672
aminual01,Al-Farouq Aminu,[<Position.POWER_FORWARD: 'POWER FORWARD'>],30,ORLANDO MAGIC,17,14,367,36,89,7,31,14,17,20,71,29,17,9,25,22,93
aminual01,Al-Farouq Aminu,[<Position.POWER_FORWARD: 'POWER FORWARD'>],30,CHICAGO BULLS,6,0,67,2,10,1,6,4,5,2,17,2,2,0,3,7,9
anderky01,Kyle Anderson,[<Position.POWER_FORWARD: 'POWER FORWARD'>],27,MEMPHIS GRIZZLIES,69,69,1887,308,658,94,261,144,184,52,344,250,84,57,86,120,854
antetgi01,Giannis Antetokounmpo,[<Position.POWER_FORWARD: 'POWER FORWARD'>],26,MILWAUKEE BUCKS,61,61,2013,626,1100,67,221,398,581,97,574,357,72,73,207,168,1717
antetko01,Kostas Antetokounmpo,[<Position.POWER_FORWARD: 'POWER FORWARD'>],23,LOS ANGELES LAKERS,15,0,56,3,10,0,0,6,13,4,15,1,2,4,11,8,12
antetth01,Thanasis Antetokounmpo,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],28,MILWAUKEE BUCKS,57,3,551,67,137,7,29,25,49,54,70,46,22,10,43,74,166
anthoca01,Carmelo Anthony,[<Position.POWER_FORWARD: 'POWER FORWARD'>],36,PORTLAND TRAIL BLAZERS,69,3,1690,327,777,133,325,137,154,32,182,104,46,38,61,144,924
anthoco01,Cole Anthony,[<Position.POINT_GUARD: 'POINT GUARD'>],20,ORLANDO MAGIC,47,34,1273,219,552,58,172,109,131,38,183,192,30,18,106,98,605
anunoog01,OG Anunoby,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],23,TORONTO RAPTORS,43,43,1433,249,519,104,261,80,102,54,183,94,66,32,75,114,682
arcidry01,Ryan Arcidiacono,[<Position.POINT_GUARD: 'POINT GUARD'>],26,CHICAGO BULLS,44,0,450,49,117,25,67,13,20,5,62,56,9,0,10,47,136
arizatr01,Trevor Ariza,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],35,MIAMI HEAT,30,27,841,99,241,50,143,34,44,27,117,55,31,18,21,55,282
