slug,name,positions,age,team,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
klebima01,Maxi Kleber,[<Position.POWER_FORWARD: 'POWER FORWARD'>],28,DALLAS MAVERICKS,74,21,1890,237,514,119,319,79,93,112,276,88,25,83,58,176,672
knighbr03,Brandon Knight,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],28,CLEVELAND CAVALIERS,16,0,241,28,86,19,64,4,13,3,17,31,5,2,16,20,79
knighbr03,Brandon Knight,[<Position.POINT_GUARD: 'POINT GUARD'>],28,DETROIT PISTONS,9,3,221,31,81,26,67,16,21,1,20,38,5,1,22,20,104
knoxke01,Kevin Knox,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],20,NEW YORK KNICKS,65,4,1166,144,401,65,199,66,101,28,156,61,23,28,45,106,419
konchjo01,John Konchar,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],23,MEMPHIS GRIZZLIES,19,0,181,24,37,5,10,1,2,18,29,22,7,3,7,7,54
korkmfu01,Furkan Korkmaz,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],22,PHILADELPHIA 76ERS,72,12,1559,242,563,143,356,77,102,18,150,79,41,16,59,98,704
kornelu01,Luke Kornet,[<Position.CENTER: 'CENTER'>],24,CHICAGO BULLS,36,14,559,82,187,31,108,20,28,22,62,32,11,26,14,54,215
korveky01,Kyle Korver,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],38,MILWAUKEE BUCKS,58,1,960,126,293,99,237,35,41,15,107,68,26,12,48,78,386
kurucro01,Rodions Kurucs,[<Position.POWER_FORWARD: 'POWER FORWARD'>],21,BROOKLYN NETS,47,9,684,79,177,33,90,24,38,25,112,51,25,5,46,90,215
kuzmaky01,Kyle Kuzma,[<Position.POWER_FORWARD: 'POWER FORWARD'>],24,LOS ANGELES LAKERS,61,9,1526,291,668,86,272,114,155,52,221,80,28,26,91,126,782
labissk01,Skal Labissière,[<Position.CENTER: 'CENTER'>],23,PORTLAND TRAIL BLAZERS,33,1,567,81,147,3,13,25,33,65,104,42,7,31,30,89,190
lambje01,Jeremy Lamb,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],27,INDIANA PACERS,46,42,1291,216,479,53,158,92,110,24,176,96,55,22,50,104,577
langfro01,Romeo Langford,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],20,BOSTON CELTICS,32,2,370,28,80,5,27,18,25,15,26,13,8,8,11,33,79
lavinza01,Zach LaVine,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],24,CHICAGO BULLS,60,60,2085,539,1199,184,484,268,334,41,248,254,88,28,206,131,1530
lawvi01,Vic Law,[<Position.POWER_FORWARD: 'POWER FORWARD'>],24,ORLANDO MAGIC,8,0,62,6,18,1,7,2,6,2,9,3,2,0,2,6,15
laymaja01,Jake Layman,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],25,MINNESOTA TIMBERWOLVES,23,2,505,81,179,24,72,24,32,17,40,15,17,10,24,47,210
leaftj01,T.J. Leaf,[<Position.POWER_FORWARD: 'POWER FORWARD'>],22,INDIANA PACERS,28,1,222,36,86,5,18,7,16,23,48,9,10,4,8,22,84
lecquja01,Jalen Lecque,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],19,PHOENIX SUNS,5,0,32,4,10,0,4,2,2,0,2,2,0,0,2,3,10
leeco01,Courtney Lee,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],34,DALLAS MAVERICKS,24,9,345,40,82,21,47,6,7,7,25,12,18,6,11,33,107
leeda03,Damion Lee,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],27,GOLDEN STATE WARRIORS,49,36,1423,213,511,85,239,110,126,32,207,133,50,6,67,116,621
lenal01,Alex Len,[<Position.CENTER: 'CENTER'>],26,ATLANTA HAWKS,40,9,745,142,260,14,56,51,81,69,161,42,20,33,39,93,349
lenal01,Alex Len,[<Position.CENTER: 'CENTER'>],26,SACRAMENTO KINGS,15,3,225,35,59,2,3,17,24,31,60,8,3,15,16,34,89
leonaka01,Kawhi Leonard,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],28,LOS ANGELES CLIPPERS,57,57,1848,532,1133,123,325,356,402,54,348,280,103,33,149,113,1543
leoname01,Meyers Leonard,[<Position.CENTER: 'CENTER'>],27,MIAMI HEAT,51,49,1034,119,234,53,128,18,28,30,230,55,14,15,39,107,309
leverca01,Caris LeVert,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],25,BROOKLYN NETS,45,31,1330,311,732,80,220,140,197,49,140,199,53,10,118,81,842
lillada01,Damian Lillard,[<Position.POINT_GUARD: 'POINT GUARD'>],29,PORTLAND TRAIL BLAZERS,66,66,2474,624,1349,270,674,460,518,33,251,530,70,22,194,114,1978
littlna01,Nassir Little,[<Position.POWER_FORWARD: 'POWER FORWARD'>],19,PORTLAND TRAIL BLAZERS,48,5,573,65,151,14,59,28,44,31,77,22,13,14,15,72,172
looneke01,Kevon Looney,[<Position.CENTER: 'CENTER'>],23,GOLDEN STATE WARRIORS,20,4,262,29,79,1,14,9,12,28,38,20,12,6,12,34,68
lopezbr01,Brook Lopez,[<Position.CENTER: 'CENTER'>],31,MILWAUKEE BUCKS,68,67,1817,292,671,102,325,127,152,58,254,99,46,163,70,163,813
lopezro01,Robin Lopez,[<Position.CENTER: 'CENTER'>],31,MILWAUKEE BUCKS,66,5,958,147,299,35,105,28,53,56,105,45,10,45,63,96,357
loveke01,Kevin Love,[<Position.POWER_FORWARD: 'POWER FORWARD'>],31,CLEVELAND CAVALIERS,56,56,1780,327,727,146,390,187,219,54,493,178,33,19,140,90,987
lowryky01,Kyle Lowry,[<Position.POINT_GUARD: 'POINT GUARD'>],33,TORONTO RAPTORS,58,58,2098,334,803,164,466,294,343,32,260,433,82,26,178,190,1126
luwawti01,Timothé Luwawu-Cabarrot,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],24,BROOKLYN NETS,47,2,853,117,269,62,160,69,81,29,98,29,18,7,37,106,365
lylestr01,Trey Lyles,[<Position.POWER_FORWARD: 'POWER FORWARD'>],24,SAN ANTONIO SPURS,63,53,1271,153,343,65,168,33,45,71,290,69,28,28,39,98,404
maconda01,Daryl Macon,[<Position.POINT_GUARD: 'POINT GUARD'>],24,MIAMI HEAT,4,0,14,1,3,1,2,0,0,0,0,1,0,0,2,1,3
macurjp01,J.P. Macura,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],24,CLEVELAND CAVALIERS,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
magetjo01,Josh Magette,[<Position.POINT_GUARD: 'POINT GUARD'>],30,ORLANDO MAGIC,8,0,38,5,15,1,4,1,2,1,5,5,3,1,5,4,12
mahinia01,Ian Mahinmi,[<Position.CENTER: 'CENTER'>],33,WASHINGTON WIZARDS,38,35,808,104,210,5,26,70,113,78,140,49,31,44,45,114,283
makerth01,Thon Maker,[<Position.CENTER: 'CENTER'>],22,DETROIT PISTONS,60,14,776,93,193,22,64,73,110,54,113,43,25,39,45,102,281
mannte01,Terance Mann,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],23,LOS ANGELES CLIPPERS,41,6,362,37,79,7,20,18,27,10,45,53,11,5,18,46,99
marjabo01,Boban Marjanović,[<Position.CENTER: 'CENTER'>],31,DALLAS MAVERICKS,44,5,422,121,211,4,17,43,57,66,131,20,8,10,30,56,289
markkla01,Lauri Markkanen,[<Position.POWER_FORWARD: 'POWER FORWARD'>],22,CHICAGO BULLS,50,50,1492,251,591,109,317,126,153,60,253,74,42,23,81,96,737
martica02,Caleb Martin,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],24,CHARLOTTE HORNETS,18,1,317,37,84,20,37,17,21,10,28,23,12,7,15,32,111
martico01,Cody Martin,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],24,CHARLOTTE HORNETS,48,3,903,89,207,18,77,42,65,38,120,95,39,9,44,78,238
martije02,Jeremiah Martin,[<Position.POINT_GUARD: 'POINT GUARD'>],23,BROOKLYN NETS,9,0,99,24,53,5,18,11,14,1,9,18,7,2,4,7,64
martike03,Kelan Martin,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],24,MINNESOTA TIMBERWOLVES,31,4,495,71,181,25,96,30,31,12,84,23,7,9,20,51,197
masonfr01,Frank Mason III,[<Position.POINT_GUARD: 'POINT GUARD'>],25,MILWAUKEE BUCKS,9,0,118,23,51,6,21,10,17,5,14,29,5,1,11,11,62
mathega01,Garrison Mathews,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],23,WASHINGTON WIZARDS,18,0,227,24,56,19,46,31,34,6,18,10,8,1,8,32,98
matthwe02,Wesley Matthews,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],33,MILWAUKEE BUCKS,67,67,1635,167,422,108,297,52,68,22,144,92,38,9,43,103,494
mbahalu01,Luc Mbah a Moute,[<Position.POWER_FORWARD: 'POWER FORWARD'>],33,HOUSTON ROCKETS,3,0,25,2,5,0,2,1,2,1,1,0,2,0,1,0,5
mccawpa01,Patrick McCaw,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],24,TORONTO RAPTORS,37,12,908,67,162,23,71,13,18,19,67,79,39,4,29,60,170
mccolcj01,CJ McCollum,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],28,PORTLAND TRAIL BLAZERS,70,70,2556,611,1356,194,512,140,185,46,251,310,54,42,127,183,1556
mccontj01,T.J. McConnell,[<Position.POINT_GUARD: 'POINT GUARD'>],27,INDIANA PACERS,71,3,1326,212,411,5,17,35,42,38,151,355,56,11,100,73,464
mcdanja01,Jalen McDaniels,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],22,CHARLOTTE HORNETS,16,0,293,33,70,9,24,14,17,15,50,13,8,3,11,36,89
mcderdo01,Doug McDermott,[<Position.POWER_FORWARD: 'POWER FORWARD'>],28,INDIANA PACERS,69,0,1372,267,547,128,294,48,58,26,148,78,12,5,42,117,710
mcgeeja01,JaVale McGee,[<Position.CENTER: 'CENTER'>],32,LOS ANGELES LAKERS,68,68,1130,195,306,3,6,53,82,125,265,37,36,94,55,159,446
mcgruro01,Rodney McGruder,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],28,LOS ANGELES CLIPPERS,56,4,871,72,181,24,89,19,34,29,122,36,26,8,24,74,187
mckinal01,Alfonzo McKinnie,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],27,CLEVELAND CAVALIERS,40,1,593,73,171,14,65,22,31,37,76,14,23,8,26,72,182
mclaujo01,Jordan McLaughlin,[<Position.POINT_GUARD: 'POINT GUARD'>],23,MINNESOTA TIMBERWOLVES,30,2,590,87,178,29,76,26,39,7,42,125,34,4,31,31,229
mclembe01,Ben McLemore,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],26,HOUSTON ROCKETS,71,23,1619,242,545,181,452,50,67,21,136,58,45,16,50,155,715
mcraejo01,Jordan McRae,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],28,WASHINGTON WIZARDS,29,4,654,133,317,40,106,64,83,17,87,82,19,15,38,61,370
mcraejo01,Jordan McRae,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],28,DENVER NUGGETS,4,0,32,2,6,2,4,3,4,1,4,4,2,1,0,2,9
mcraejo01,Jordan McRae,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],28,DETROIT PISTONS,4,0,98,14,43,3,16,16,22,0,15,7,0,0,5,10,47
mellini01,Nicolò Melli,[<Position.CENTER: 'CENTER'>],29,NEW ORLEANS PELICANS,60,8,1042,136,323,69,206,54,73,38,142,82,34,23,46,124,395
meltode01,De'Anthony Melton,[<Position.POINT_GUARD: 'POINT GUARD'>],21,MEMPHIS GRIZZLIES,60,8,1167,161,401,40,140,93,121,43,177,175,77,20,84,109,455
metuch01,Chimezie Metu,[<Position.CENTER: 'CENTER'>],22,SAN ANTONIO SPURS,18,0,105,24,42,0,2,10,13,12,21,10,3,6,10,7,58
middlkh01,Khris Middleton,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],28,MILWAUKEE BUCKS,62,59,1853,471,947,147,354,208,227,44,338,265,53,7,137,142,1297
mikaer01,Eric Mika,[<Position.CENTER: 'CENTER'>],25,SACRAMENTO KINGS,1,0,19,2,3,0,0,2,2,2,5,0,0,0,0,5,6
milescj01,C.J. Miles,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],32,WASHINGTON WIZARDS,10,0,161,19,59,11,35,15,20,4,8,12,10,4,4,14,64
millema01,Malcolm Miller,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],26,TORONTO RAPTORS,28,1,162,12,29,8,22,3,8,2,14,11,5,2,4,18,35
millspa02,Patty Mills,[<Position.POINT_GUARD: 'POINT GUARD'>],31,SAN ANTONIO SPURS,66,1,1485,258,598,154,403,97,112,22,86,118,53,6,54,105,767
millspa01,Paul Millsap,[<Position.POWER_FORWARD: 'POWER FORWARD'>],34,DENVER NUGGETS,51,48,1240,211,438,54,124,115,141,98,195,83,44,30,70,150,591
miltosh01,Shake Milton,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],23,PHILADELPHIA 76ERS,40,24,805,134,277,58,135,51,65,15,73,104,20,7,47,92,377
mitchdo01,Donovan Mitchell,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],23,UTAH JAZZ,69,69,2364,602,1342,173,473,278,322,53,251,294,70,14,184,172,1655
mitrona01,Naz Mitrou-Long,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],26,INDIANA PACERS,5,0,47,6,17,2,12,0,0,0,7,8,1,1,3,2,14
mokokad01,Adam Mokoka,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],21,CHICAGO BULLS,11,0,112,12,28,6,15,2,4,7,3,4,4,0,2,17,32
monkma01,Malik Monk,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],21,CHARLOTTE HORNETS,55,1,1169,212,488,58,204,82,100,27,130,114,25,16,77,74,564
moonema01,Matt Mooney,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],22,CLEVELAND CAVALIERS,4,0,19,1,4,0,2,0,0,0,3,1,2,1,0,1,2
mooreet01,E'Twaun Moore,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],30,NEW ORLEANS PELICANS,56,6,1020,186,437,63,167,31,45,31,100,78,32,11,40,80,466
moranja01,Ja Morant,[<Position.POINT_GUARD: 'POINT GUARD'>],20,MEMPHIS GRIZZLIES,67,67,2074,447,937,60,179,239,308,51,208,488,58,18,220,110,1193
morgaju01,Juwan Morgan,[<Position.POWER_FORWARD: 'POWER FORWARD'>],22,UTAH JAZZ,21,0,134,15,26,3,8,3,4,10,19,6,1,2,6,19,36
morrima03,Marcus Morris,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],30,NEW YORK KNICKS,43,43,1387,281,636,116,264,163,198,48,185,59,34,17,73,128,841
morrima03,Marcus Morris,[<Position.POWER_FORWARD: 'POWER FORWARD'>],30,LOS ANGELES CLIPPERS,19,19,549,74,174,26,84,18,22,11,67,27,13,13,24,52,192
morrima02,Markieff Morris,[<Position.POWER_FORWARD: 'POWER FORWARD'>],30,DETROIT PISTONS,44,16,988,175,389,75,189,61,79,24,149,69,26,11,70,104,486
morrima02,Markieff Morris,[<Position.POWER_FORWARD: 'POWER FORWARD'>],30,LOS ANGELES LAKERS,14,1,199,28,69,13,39,5,6,16,29,8,5,6,6,29,74
morrimo01,Monte Morris,[<Position.POINT_GUARD: 'POINT GUARD'>],24,DENVER NUGGETS,73,12,1636,260,566,65,172,75,89,24,113,255,55,17,53,73,660
motlejo01,Johnathan Motley,[<Position.POWER_FORWARD: 'POWER FORWARD'>],24,LOS ANGELES CLIPPERS,13,0,41,11,15,1,1,5,7,3,7,8,3,0,5,6,28
mudiaem01,Emmanuel Mudiay,[<Position.POINT_GUARD: 'POINT GUARD'>],23,UTAH JAZZ,54,2,850,151,327,30,87,63,83,18,108,116,24,10,76,72,395
muldemy01,Mychal Mulder,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],25,GOLDEN STATE WARRIORS,7,3,204,26,67,16,52,9,12,3,20,8,2,1,5,20,77
murrade01,Dejounte Murray,[<Position.POINT_GUARD: 'POINT GUARD'>],23,SAN ANTONIO SPURS,66,58,1687,294,637,41,111,91,114,69,314,271,111,17,125,143,720
murraja01,Jamal Murray,[<Position.POINT_GUARD: 'POINT GUARD'>],22,DENVER NUGGETS,59,59,1904,408,894,112,324,163,185,45,191,284,67,17,127,102,1091
musadz01,Džanan Musa,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],20,BROOKLYN NETS,40,0,487,64,172,19,78,45,60,21,65,43,15,1,36,30,192
muscami01,Mike Muscala,[<Position.CENTER: 'CENTER'>],28,OKLAHOMA CITY THUNDER,47,2,572,77,189,54,143,18,22,16,92,40,9,12,17,58,226
mykhasv01,Svi Mykhailiuk,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],22,DETROIT PISTONS,56,27,1265,166,405,115,285,57,70,17,87,106,41,4,61,87,504
naderab01,Abdel Nader,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],26,OKLAHOMA CITY THUNDER,55,6,867,123,263,48,128,51,66,14,86,38,23,20,43,78,345
nancela02,Larry Nance Jr.,[<Position.POWER_FORWARD: 'POWER FORWARD'>],27,CLEVELAND CAVALIERS,56,10,1472,229,431,56,159,50,74,106,303,123,56,22,60,91,564
napiesh01,Shabazz Napier,[<Position.POINT_GUARD: 'POINT GUARD'>],28,MINNESOTA TIMBERWOLVES,36,22,856,114,283,47,159,72,88,17,93,187,40,7,76,62,347
napiesh01,Shabazz Napier,[<Position.POINT_GUARD: 'POINT GUARD'>],28,WASHINGTON WIZARDS,20,10,488,74,173,29,81,54,65,9,39,75,29,4,52,39,231
netora01,Raul Neto,[<Position.POINT_GUARD: 'POINT GUARD'>],27,PHILADELPHIA 76ERS,54,3,668,101,222,34,88,39,47,11,50,95,24,6,47,50,275
newmama01,Malik Newman,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],22,CLEVELAND CAVALIERS,1,0,4,0,2,0,1,2,2,0,0,0,0,0,1,0,2
niangge01,Georges Niang,[<Position.POWER_FORWARD: 'POWER FORWARD'>],26,UTAH JAZZ,66,1,923,141,322,90,225,20,24,15,112,44,18,5,30,75,392
noahjo01,Joakim Noah,[<Position.CENTER: 'CENTER'>],34,LOS ANGELES CLIPPERS,5,0,50,4,8,0,0,6,8,5,11,7,1,1,6,9,14
noelne01,Nerlens Noel,[<Position.CENTER: 'CENTER'>],25,OKLAHOMA CITY THUNDER,61,7,1127,184,269,1,3,80,106,91,209,57,59,91,66,166,449
norveza01,Zach Norvell,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],22,LOS ANGELES LAKERS,2,0,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0
norveza01,Zach Norvell,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],22,GOLDEN STATE WARRIORS,3,0,36,3,11,3,8,1,1,0,5,3,2,0,3,4,10
nowelja01,Jaylen Nowell,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],20,MINNESOTA TIMBERWOLVES,15,0,151,19,53,3,26,16,17,3,10,19,3,1,3,11,57
ntilila01,Frank Ntilikina,[<Position.POINT_GUARD: 'POINT GUARD'>],21,NEW YORK KNICKS,57,26,1187,131,333,44,137,51,59,23,98,172,54,16,71,142,357
nunnke01,Kendrick Nunn,[<Position.POINT_GUARD: 'POINT GUARD'>],24,MIAMI HEAT,67,67,1962,401,914,137,391,85,100,21,159,220,56,15,114,152,1024
nurkiju01,Jusuf Nurkić,[<Position.CENTER: 'CENTER'>],25,PORTLAND TRAIL BLAZERS,8,8,253,54,109,2,10,31,35,23,59,32,11,16,19,39,141
nwabada01,David Nwaba,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],27,BROOKLYN NETS,20,0,268,37,71,12,28,18,27,8,37,8,11,12,8,32,104
onealro01,Royce O'Neale,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],26,UTAH JAZZ,71,62,2049,158,365,92,244,42,55,27,362,180,59,32,61,202,450
oquinky01,Kyle O'Quinn,[<Position.CENTER: 'CENTER'>],29,PHILADELPHIA 76ERS,29,2,313,42,85,7,27,11,20,34,82,51,7,24,20,37,102
ojelese01,Semi Ojeleye,[<Position.POWER_FORWARD: 'POWER FORWARD'>],25,BOSTON CELTICS,69,6,1011,80,196,48,127,28,32,26,119,37,21,5,19,80,236
okafoja01,Jahlil Okafor,[<Position.CENTER: 'CENTER'>],24,NEW ORLEANS PELICANS,30,9,467,101,162,1,3,40,62,48,79,37,7,22,38,67,243
okoboel01,Elie Okobo,[<Position.POINT_GUARD: 'POINT GUARD'>],22,PHOENIX SUNS,55,3,719,72,181,25,71,50,71,16,74,115,24,4,38,54,219
okogijo01,Josh Okogie,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],21,MINNESOTA TIMBERWOLVES,62,28,1547,170,398,41,154,152,191,87,181,99,68,26,87,139,533
okpalkz01,KZ Okpala,[<Position.POWER_FORWARD: 'POWER FORWARD'>],20,MIAMI HEAT,5,0,26,3,5,0,1,1,2,1,4,1,2,1,1,2,7
oladivi01,Victor Oladipo,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],27,INDIANA PACERS,19,16,528,97,246,33,104,48,59,9,66,56,17,4,47,36,275
olynyke01,Kelly Olynyk,[<Position.CENTER: 'CENTER'>],28,MIAMI HEAT,67,9,1300,184,398,95,234,86,100,44,261,116,45,23,71,173,549
onimi01,Miye Oni,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],22,UTAH JAZZ,10,1,109,12,32,7,19,4,5,5,12,4,4,2,4,9,35
osmande01,Cedi Osman,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],24,CLEVELAND CAVALIERS,65,65,1910,266,609,123,321,63,94,39,192,154,54,16,91,160,718
oubreke01,Kelly Oubre Jr.,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],24,PHOENIX SUNS,56,55,1933,373,826,108,307,192,246,67,294,85,71,40,83,192,1046
owensta01,Tariq Owens,[<Position.POWER_FORWARD: 'POWER FORWARD'>],24,PHOENIX SUNS,3,0,15,1,5,0,2,2,2,2,1,0,1,0,0,1,4
pargoje01,Jeremy Pargo,[<Position.POINT_GUARD: 'POINT GUARD'>],33,GOLDEN STATE WARRIORS,3,0,44,11,22,3,7,0,1,1,2,8,1,0,4,8,25
parkeja01,Jabari Parker,[<Position.POWER_FORWARD: 'POWER FORWARD'>],24,ATLANTA HAWKS,32,23,837,198,393,31,115,53,72,54,137,58,42,15,60,93,480
parkeja01,Jabari Parker,[<Position.POWER_FORWARD: 'POWER FORWARD'>],24,SACRAMENTO KINGS,6,0,80,21,36,1,4,8,9,7,16,10,3,1,4,6,51
parsoch01,Chandler Parsons,[<Position.POWER_FORWARD: 'POWER FORWARD'>],31,ATLANTA HAWKS,5,0,54,5,18,4,14,0,0,1,6,3,4,1,3,3,14
pascher01,Eric Paschall,[<Position.POWER_FORWARD: 'POWER FORWARD'>],23,GOLDEN STATE WARRIORS,60,26,1654,318,640,37,129,164,212,82,193,127,32,13,94,125,837
pasecan01,Anžejs Pasečņiks,[<Position.CENTER: 'CENTER'>],24,WASHINGTON WIZARDS,27,0,437,61,116,0,3,34,58,42,65,18,9,12,24,75,156
pattepa01,Patrick Patterson,[<Position.POWER_FORWARD: 'POWER FORWARD'>],30,LOS ANGELES CLIPPERS,59,18,776,95,233,67,172,35,43,35,116,41,7,3,21,54,292
pattoju01,Justin Patton,[<Position.CENTER: 'CENTER'>],22,OKLAHOMA CITY THUNDER,5,0,24,4,10,1,4,0,0,1,4,2,0,0,2,4,9
paulch01,Chris Paul,[<Position.POINT_GUARD: 'POINT GUARD'>],34,OKLAHOMA CITY THUNDER,70,70,2208,434,887,111,304,253,279,26,323,472,111,11,161,158,1232
payneca01,Cameron Payne,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],25,PHOENIX SUNS,8,0,183,33,68,15,29,6,7,4,27,24,8,2,11,20,87
paytoel01,Elfrid Payton,[<Position.POINT_GUARD: 'POINT GUARD'>],25,NEW YORK KNICKS,45,36,1246,193,440,14,69,49,86,52,160,323,70,17,96,89,449
paytoga02,Gary Payton II,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],27,WASHINGTON WIZARDS,29,17,432,48,116,13,46,4,8,26,54,48,33,7,20,54,113
pelleno01,Norvel Pelle,[<Position.CENTER: 'CENTER'>],26,PHILADELPHIA 76ERS,24,0,232,25,48,0,1,7,14,20,52,8,3,31,18,55,57
pinsoth01,Theo Pinson,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],24,BROOKLYN NETS,33,0,365,45,155,15,80,15,16,10,44,56,17,4,33,35,120
plumlma01,Mason Plumlee,[<Position.CENTER: 'CENTER'>],29,DENVER NUGGETS,61,1,1057,177,288,0,5,83,155,98,219,154,33,38,82,143,437
poeltja01,Jakob Poeltl,[<Position.CENTER: 'CENTER'>],24,SAN ANTONIO SPURS,66,18,1171,166,266,0,0,40,86,131,244,116,37,95,54,126,372
poirivi01,Vincent Poirier,[<Position.CENTER: 'CENTER'>],26,BOSTON CELTICS,22,0,130,17,36,1,2,6,7,13,30,8,2,9,8,25,41
pondssh01,Shamorie Ponds,[<Position.POINT_GUARD: 'POINT GUARD'>],21,TORONTO RAPTORS,4,0,11,3,5,1,2,2,2,0,1,2,0,1,0,2,9
poolejo01,Jordan Poole,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],20,GOLDEN STATE WARRIORS,57,14,1274,167,502,74,265,95,119,9,109,134,35,10,74,94,503
porteke02,Kevin Porter Jr.,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],19,CLEVELAND CAVALIERS,50,3,1162,186,421,53,158,73,101,22,140,109,46,14,93,135,498
portemi01,Michael Porter Jr.,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],21,DENVER NUGGETS,55,8,903,195,383,62,147,60,72,66,193,46,27,25,49,100,512
porteot01,Otto Porter Jr.,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],26,CHICAGO BULLS,14,9,331,62,140,24,62,19,27,13,35,25,15,6,11,31,167
portibo01,Bobby Portis,[<Position.POWER_FORWARD: 'POWER FORWARD'>],24,NEW YORK KNICKS,66,5,1393,265,589,67,187,71,93,80,258,98,32,18,73,110,668
porzikr01,Kristaps Porziņģis,[<Position.CENTER: 'CENTER'>],24,DALLAS MAVERICKS,57,57,1814,398,932,142,403,226,283,100,440,102,41,115,92,185,1164
poweldw01,Dwight Powell,[<Position.CENTER: 'CENTER'>],28,DALLAS MAVERICKS,40,37,1061,146,229,10,39,74,111,75,152,59,34,22,36,102,376
powelno01,Norman Powell,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],26,TORONTO RAPTORS,52,26,1479,296,598,109,273,129,153,26,164,91,60,21,77,108,830
princta02,Taurean Prince,[<Position.POWER_FORWARD: 'POWER FORWARD'>],25,BROOKLYN NETS,64,61,1857,278,739,146,431,71,89,50,331,116,57,25,127,159,773
randlch01,Chasson Randle,[<Position.POINT_GUARD: 'POINT GUARD'>],26,GOLDEN STATE WARRIORS,3,0,40,0,4,0,2,5,6,0,2,5,2,0,0,3,5
